股票编号,年份（年末）,总股本,每股资本公积,每股未分配利润,基本每股收益,基本每股收益同比增长(%),每股净资产,每股现金流,每股营业收入,摊薄净资产收益率同比增长(%),净利润同比增长,上市年限,交通运输、仓储和邮政业,住宿和餐饮业,信息传输、软件和信息技术服务业,制造业,房地产业,批发和零售业,电力、热力、燃气及水生产和供应业,综合,采矿业,是否有行业龙头概念,股价（年末最后20个交易日收盘价加权平均）,股价年化波动率,本年送转比例,近两年送转比例平均,次年是否高送转
134,5,1120000000.0,0.2765,2.795,0.49,-41.6667,4.3393,-0.2104,1.6399,-44.8065,-41.7304,6,0,0,0,0,0,0,0,0,0,0,16.344626677576773,0.6468177943221385,0.035,0.0775,0.0
134,6,1282745046.0,1.4566,2.804,0.49,0.0,5.5289,0.7866,1.6909,-31.326,-5.0614,7,0,0,0,0,0,0,0,0,0,0,10.929245471134506,0.3913624725590747,0.05,0.0425,0.0
135,2,516106500.0,-0.047,0.46399999999999997,0.0667,-47.1892,1.7102,0.1062,13.2174,-45.8943,-47.6415,9,0,0,0,0,0,1,0,0,0,0,3.3710346406292127,0.4132281967042893,0.03,0.03,0.0
135,3,516106500.0,0.0517,0.4973,0.0645,-3.2984,1.7985,0.2982,16.5966,-8.033,-2.6783,10,0,0,0,0,0,1,0,0,0,0,3.564758143526087,0.3444645876327106,0.03,0.03,0.0
135,4,516106500.0,0.6128,0.4214,0.52,706.2016,11.9043,1.6423,43.60291217477784,312.4526,2852.0841,11,0,0,0,0,0,1,0,0,0,0,3.87473708676,0.14802018489500898,0.02,0.025,0.0
135,5,2242433192.0,0.3759,0.2366,0.43,-17.3077,3.3484,0.4816,17.4543,-31.3715,-11.0168,12,0,0,0,0,0,1,0,0,0,0,12.016994147228598,0.8275690227166915,0.028999999999999998,0.0245,0.0
135,6,2242433192.0,0.4143,0.4955,0.3,-30.2326,3.6639,0.0845,15.9934,-19.7229,-13.6374,13,0,0,0,0,0,1,0,0,0,0,7.831191219686363,0.4646976347550262,0.1,0.0645,0.0
136,6,220000000.0,1.8714,1.6559,0.45,18.4211,4.7498,-0.0094,3.975,-19.0215,27.4815,1,0,0,0,1,0,0,0,0,0,0,15.860708139988438,0.449065169846204,0.109,0.0545,1.0
137,2,132798558.0,2.9498,0.8203,0.08,-11.1111,4.9483,-0.3301,2.3536,-18.6323,-18.3737,3,0,0,0,1,0,0,0,0,0,0,2.272766124512306,0.4428673797851193,0.05,0.025,0.0
137,3,132798558.0,2.9498,0.7938,0.03,-62.5,4.9323,-0.1584,2.3998,-54.56399999999999,-59.3818,4,0,0,0,1,0,0,0,0,0,0,2.8651185484219996,0.4378545809874909,0.01,0.03,1.0
137,4,170081930.0,5.1919,0.8814,0.15,400.0,7.2347,-0.0503,3.0924,467.1298,1180.7174,5,0,0,0,1,0,0,0,0,0,0,8.837530470728211,0.6125600645514285,1.21,0.61,0.0
137,5,448300153.0,3.4704,0.5937,0.32,113.3333,5.1329,0.2964,2.0294,34.5609,157.3451,6,0,0,0,1,0,0,0,0,0,0,20.29082796299643,0.8487352643347782,0.04,0.625,1.0
137,6,448300153.0,3.4704,0.8915,0.21,-34.375,5.4529,-0.1656,2.5794,25.2101,34.4069,7,0,0,0,1,0,0,0,0,0,0,14.66866045893558,0.4957308592340151,0.75,0.395,0.0
138,2,320100000.0,0.9059999999999999,1.2704,0.48,-4.0,3.7727,0.0636,3.7821,-13.8552,-4.053,5,0,0,0,0,1,0,0,0,0,0,3.92125522524121,0.4350873437948152,0.05,0.07500000000000001,0.0
138,3,320100000.0,0.9059999999999999,1.6068,0.49,2.0833,4.2161,0.6748,4.9219,-8.3886,2.4027,6,0,0,0,0,1,0,0,0,0,0,4.098492118396028,0.3546694741629293,0.1,0.07500000000000001,0.0
138,4,320100000.0,0.9059999999999999,1.9731,0.54,10.2041,4.6554,-0.0531,5.4994,-1.0227,9.1449,7,0,0,0,0,1,0,0,0,0,0,5.016398411694661,0.3457463484667919,0.1,0.1,0.0
138,5,320100000.0,0.9059999999999999,2.1056,0.29,-46.2963,4.8413,0.9302,5.8767,-49.0207,-48.9867,8,0,0,0,0,1,0,0,0,0,0,15.12823588682318,0.8036869338969758,0.05,0.07500000000000001,0.0
138,6,320100000.0,0.9059999999999999,2.3548,0.34,17.2414,5.1311,1.9709,8.206,12.1258,14.4666,9,0,0,0,0,1,0,0,0,0,0,10.043154284094546,0.5416956590107915,0.1,0.07500000000000001,0.0
139,2,112000000.0,5.4404,0.5978,0.81,-17.3469,7.1844,0.4059,2.0648,-73.3697,4.0633,1,0,0,1,0,0,0,0,0,0,0,5.53394743183795,0.35863367318499484,0.5,0.25,0.0
139,3,112000000.0,5.4404,0.5153,0.45,-44.4444,7.1386,0.3505,1.6974,-35.4192,-32.6612,2,0,0,1,0,0,0,0,0,0,0,5.762598361516592,0.497961536256805,0.2,0.35,0.0
139,4,112000000.0,5.4404,0.6106,0.1102,-75.5111,7.2692,2.4843,1.6118,-28.5101,-28.3608,3,0,0,1,0,0,0,0,0,0,0,10.060599488640372,0.5261625261081803,0.1,0.15000000000000002,0.0
139,5,336000000.0,1.1468,0.2832,0.1239,12.4319,2.5136,0.0717,0.5957,8.3841,20.6115,4,0,0,1,0,0,0,0,0,0,0,43.925219640724144,0.95488358645492,0.045,0.07250000000000001,0.0
139,6,336000000.0,1.1543,0.2891,0.0569,-54.0759,2.533,-0.4878,0.5701,-54.4652,-42.8415,5,0,0,1,0,0,0,0,0,0,0,17.33575232073483,0.5479353051907212,0.045,0.045,0.0
140,2,258521810.0,1.5528,0.7292,0.02,-94.5946,3.4287,-0.3433,1.3337,-93.8871,-97.5339,6,0,0,0,0,1,0,0,0,0,0,3.955210455733501,0.3613166954992171,0.1,0.125,0.0
140,3,258521810.0,1.5528,0.4945,-0.135,-775.0,3.194,-0.0849,1.4188,-769.1466,-1750.9695,7,0,0,0,0,1,0,0,0,0,0,4.233507664229556,0.38249442143678414,0.0,0.05,0.0
140,4,258521810.0,1.5528,0.4974,0.008,105.9259,3.199,-0.10099999999999999,1.3859,105.9645,104.3336,8,0,0,0,0,1,0,0,0,0,0,6.985059739552224,0.3560093571556873,0.0,0.0,0.0
140,5,800000000.0,1.9810419748653505,5.8185,0.51,4271.771457342685,9.1639,-0.1223,7.1868,7676.828585629419,6536.488864268804,9,0,0,0,0,1,0,0,0,0,0,13.370960342130001,0.3030829006783262,0.0,0.0,0.0
140,6,1406212627.0,2.0621,2.1279,0.94,84.3137,5.239,1.6554,2.6571,-1.0612,206.5593,10,0,0,0,0,1,0,0,0,0,0,12.750587763461485,0.4380191107633614,0.0,0.0,0.0
141,2,581575475.0,1.1724,0.1798,-0.23,-866.6667,2.6113,-0.0808,4.0226,-1076.0439,-798.2021,16,0,0,0,1,0,0,0,0,0,0,2.920441637329096,0.3218139532818994,0.0,0.01,0.0
141,3,581575475.0,1.1631,0.1985,0.02,108.6957,2.6265,0.2685,3.8012,108.0656,103.1262,17,0,0,0,1,0,0,0,0,0,0,3.972699966417737,0.4594872626226629,0.0,0.0,0.0
141,4,581575475.0,1.1637,-0.0168,-0.22,-1200.0,2.4224,-0.138,3.9756,-1350.4221,-3426.9446,18,0,0,0,1,0,0,0,0,0,0,6.621748358986004,0.4644717279994415,0.0,0.0,0.0
141,5,581575475.0,1.8568,-0.0032,0.01,104.5455,3.1126,0.0841,4.1444,104.9089,105.5377,19,0,0,0,1,0,0,0,0,0,0,9.949849201349783,0.8137528598944739,0.0,0.0,0.0
141,6,581575475.0,1.8843,0.0468,0.05,400.0,3.1901,0.0052,4.3083,259.5233,289.8086,20,0,0,0,1,0,0,0,0,0,0,7.324603579370222,0.4417224276521874,0.02,0.01,0.0
142,5,200100000.0,3.0793,1.1561,0.17,-71.6667,5.3293,2.2309,1.9319,-62.5602,-25.3618,1,0,0,0,1,0,0,0,0,0,0,16.291061276348483,0.8123146027186429,1.1,0.6000000000000001,0.0
142,6,400200000.0,1.0396,0.6503,0.13,-23.5294,2.7923,-0.7714,1.3265,-24.3373,-30.0371,2,0,0,0,1,0,0,0,0,0,0,11.963788008724688,0.4650130543866482,0.05,0.5750000000000001,0.0
143,2,200000000.0,5.8664,2.9288,0.9890000000000001,-18.9344,10.2494,-0.302,3.5548,-10.717,-7.0942,2,0,0,0,1,0,0,0,0,0,1,4.820277055736733,0.326928598472592,0.6,0.6,1.0
143,3,200000000.0,5.8664,4.0911,0.83,-16.0768,11.4748,-1.6375,5.8745,50.6078,68.1599,3,0,0,0,1,0,0,0,0,0,1,9.008652757568509,0.3589515516687169,0.6,0.6,1.0
143,4,400000000.0,2.2659,2.7535,0.63,-24.0964,6.4022,-1.2557,4.5366,34.9566,50.8227,4,0,0,0,1,0,0,0,0,0,1,11.868224750221536,0.369426307316267,1.5,1.05,0.0
143,5,800000000.0,0.6329,1.8495,0.81,28.5714,3.7584,0.1798,2.8861,9.2898,28.2603,5,0,0,0,1,0,0,0,0,0,1,20.725726447154308,0.6079145354135307,0.25,0.875,0.0
143,6,800000000.0,0.6329,2.4057,0.9,11.1111,4.4083,-0.0568,3.2581,-5.0579,11.1952,6,0,0,0,1,0,0,0,0,0,1,19.640653860756146,0.2612565491771515,0.375,0.3125,0.0
144,2,674846940.0,1.3514,-1.3466,0.0443,-28.201,1.1279,0.0417,4.8463,-30.9076,-43.8053,14,0,0,0,0,0,0,0,1,0,0,5.369378327882892,0.4363567222647371,0.0,0.0,0.0
144,3,674846940.0,1.3273,-1.6384,-0.2918,-758.6907,0.8345,0.5387,5.3422,-990.4859,-769.8177,15,0,0,0,0,0,0,0,1,0,0,6.145403629425428,0.3889251270278499,0.0,0.0,0.0
144,4,674846940.0,1.4102,-1.618,0.0204,106.9911,0.9309,-0.6229,4.4961,106.2598,106.506,16,0,0,0,0,0,0,0,1,0,0,9.371258508269804,0.4020577479390741,0.0,0.0,0.0
144,5,674846940.0,1.4102,-1.3777,0.2258,1006.8627,1.1717,0.1375,1.5974,780.4468,1027.8526,17,0,0,0,0,0,0,0,1,0,0,12.394298871394039,0.7364362818006824,0.0,0.0,0.0
144,6,674846940.0,1.4977,-1.3372,0.0405,-82.0638,1.3065,-0.0503,2.191,-83.899,-70.8506,18,0,0,0,0,0,0,0,1,0,0,8.626957786734616,0.3813908144880269,0.0,0.0,0.0
145,6,220000000.0,2.0580000000000003,0.9725,0.6827,7.4103,4.2198,1.0933,3.0228,-49.7068,7.9728,1,0,0,0,0,0,0,0,0,0,0,30.47147611624995,0.4372033488854821,0.16,0.08,0.0
146,2,1110133291.0,0.5275,-4.588097376658929,-1.3555406926233002,-152.0408,-3.0259,-0.1304,4.0017,-105.29805497925312,-227.2129,16,0,0,0,1,0,0,0,0,0,0,2.51288877310896,0.472126446584234,0.0,0.0,0.0
146,3,1409869279.0,0.9314,-0.8874,1.95224191699046,219.0283,1.3118,0.2325,2.9696,-115.52583322368422,216.7526,17,0,0,0,1,0,0,0,0,0,0,3.88,0.16812993171234575,0.0,0.0,0.0
146,4,1409869279.0,0.9333,-0.8249,0.06,-97.9592,1.3719999999999999,-0.1436,3.0917,-97.9669,-97.8561,18,0,0,0,1,0,0,0,0,0,0,6.455102398310824,0.960059056670208,0.0,0.0,0.0
146,5,1409869279.0,0.9333,-0.7606,0.06,0.0,1.4364,0.1532,2.9273,-1.5789,2.1288,19,0,0,0,1,0,0,0,0,0,0,6.502647732814273,0.7320014765808059,0.0,0.0,0.0
146,6,1409869279.0,0.9333,-0.6652,0.1,66.6667,1.5318,-0.0259,3.3431,38.8572,48.0675,20,0,0,0,1,0,0,0,0,0,0,5.894860988057465,0.4680670699663886,0.0,0.0,0.0
147,2,329851560.0,1.7762,0.5751,0.11900000000000001,-4.8,3.4068,0.2104,2.1005,-40.7374,29.2363,4,0,0,0,1,0,0,0,0,0,0,3.696676813395728,0.4933079800798684,0.22,0.42,0.0
147,3,395821872.0,1.3135,0.5555,0.09300000000000001,-21.8487,2.9106,0.2264,2.3485,-17.1981,-21.6773,5,0,0,0,1,0,0,0,0,0,0,3.7511633667737687,0.4296316419913512,0.02,0.12,1.0
147,4,395821872.0,1.3135,0.5478,0.0123,-86.7742,2.9049,-0.0074,3.0359,-86.7308,-80.0947,6,0,0,0,1,0,0,0,0,0,0,5.312914797138673,0.3637164696827485,1.01,0.515,0.0
147,5,931643744.0,0.5891,0.0532,-0.1838,-1594.3089,1.8653,-0.0553,1.1246,-2579.7166,-1871.1776,7,0,0,0,1,0,0,0,0,0,0,11.87963695426408,0.6966412181070616,0.003,0.5065,0.0
147,6,931643744.0,0.5891,-0.033,-0.0832,54.7334,1.7977,0.0295,1.1112,49.7648,51.7959,8,0,0,0,1,0,0,0,0,0,0,8.785745263582264,0.4316678033975244,0.0,0.0015,0.0
148,2,160000000.0,2.2421,2.8459,0.6,-66.6667,6.4073,2.2488,10.8751,-69.1201,-39.055,1,1,0,0,0,0,0,0,0,0,0,4.078212096501631,0.3067156723028946,0.5,0.25,0.0
148,3,208000000.0,1.5071,2.3555,0.35,-41.6667,5.1409,-0.8141,9.5069,-36.0018,-29.8009,2,1,0,0,0,0,0,0,0,0,0,4.213111423360373,0.29534830577408583,0.07,0.28500000000000003,0.0
148,4,208000000.0,1.4104,2.3703,0.08,-77.1429,5.0765,0.0327,10.8738,-71.1533,-63.0787,3,1,0,0,0,0,0,0,0,0,0,4.903483178705307,0.32983476622028857,0.07,0.07,0.0
148,5,268593228.0,1.8915,1.939,0.17,112.5,5.0809,0.39399999999999996,9.1658,68.2389,66.3061,4,1,0,0,0,0,0,0,0,0,0,11.17139333749352,0.8337952052599232,0.075,0.07250000000000001,0.0
148,6,268593228.0,1.885,2.0392,0.19,11.7647,5.1918,-0.6002,8.8522,9.9497,20.8184,5,1,0,0,0,0,0,0,0,0,0,9.017786013023773,0.4339272423436348,0.075,0.075,1.0
149,2,1420515819.0,1.2855,0.8588,0.29,11.5385,3.23,0.1308,20.7725,-1.1339,9.8638,3,0,0,0,0,0,1,0,0,0,1,10.925196033856881,0.2697710797643776,0.0,0.0,0.0
149,3,1420515819.0,1.2424,1.1718,0.34,17.2414,3.5899,0.5476,23.5394,4.1518,14.124,4,0,0,0,0,0,1,0,0,0,1,13.686294396619804,0.24014540900479306,0.1,0.05,0.0
149,4,1643074834.0,2.3636,1.2332,0.36,5.8824,4.5816,-0.0727,24.9948,-20.525,20.6826,5,0,0,0,0,0,1,0,0,0,1,18.148289802641013,0.4399959379354515,0.0,0.05,0.0
149,5,1647009434.0,2.4213,1.6255,0.43,19.4444,5.68,1.0171,30.1087,-0.3262,23.8619,6,0,0,0,0,0,1,0,0,0,1,18.572289073485827,0.6585664348130542,0.13,0.065,0.0
149,6,1647026314.0,2.4155,1.9609,0.54,25.5814,5.4903,-0.8996,37.3745,4.7117,28.4812,7,0,0,0,0,0,1,0,0,0,1,19.762032443293762,0.3980262237335229,0.0,0.065,0.0
151,5,266700000.0,1.0696,1.5688,0.6,-53.8462,3.8924,1.8875,5.7443,-45.8989,17.8172,1,0,0,0,1,0,0,0,0,0,0,27.200363278890773,1.2178097088466595,0.18,0.265,0.0
151,6,272350000.0,1.2508,2.0539,0.79,31.6667,4.3926,-0.0362,8.1449,21.6176,42.6049,2,0,0,0,1,0,0,0,0,0,0,21.94271814916059,0.4720726561999776,0.235,0.2075,0.0
152,2,387000000.0,4.5993,1.4622,0.19,-67.7966,7.2305,-0.7766,5.8364,-65.4216,-65.4673,2,0,0,0,1,0,0,0,0,0,0,4.115713995339587,0.374010242420948,0.0,0.15,0.0
152,3,387000000.0,4.5993,1.4924,0.03,-84.2105,7.2805,-0.5566,4.8888,-84.0439,-89.7193,3,0,0,0,1,0,0,0,0,0,0,4.2390597754561385,0.33203526894113183,0.0,0.0,0.0
152,4,387000000.0,4.5993,1.6743,0.07,133.3333,7.4843,0.1942,4.9046,487.6057,777.2335,4,0,0,0,1,0,0,0,0,0,0,4.4587836576757285,0.3980370814620701,0.1,0.05,0.0
152,5,1367500000.0,1.5485,0.5005,0.07,0.0,3.1063,-0.1588,1.1136,-11.747,35.0081,5,0,0,0,1,0,0,0,0,0,0,8.786635344213376,0.7117990142814558,0.0,0.05,0.0
152,6,1367500000.0,1.5485,0.5578,0.07,0.0,3.1781,0.0393,1.315,0.0606,-0.3785,6,0,0,0,1,0,0,0,0,0,0,7.092128287871059,0.5483914203185036,0.0,0.0,0.0
153,2,251705513.0,0.2867,1.2684,-0.38,-2100.0,2.8563,-0.1084,1.5659,-2338.4978,-6618.4667456779525,14,0,0,0,1,0,0,0,0,0,0,5.648277691390747,0.3775304623529673,0.0,0.0,0.0
153,3,251705513.0,0.2689,1.278,0.01,102.6316,2.8482,-0.1207,1.9351,102.5413,95.2139,15,0,0,0,1,0,0,0,0,0,0,7.147118202089508,0.3662858553918393,0.0,0.0,0.0
153,4,251705513.0,0.2689,0.409,-0.8690000000000001,-4368.177065084373,1.9792,0.3478,1.9303,-7940.162239782438,-4532.6147,16,0,0,0,1,0,0,0,0,0,0,11.039413885778217,0.3679145918994529,0.0,0.0,0.0
153,5,251705513.0,0.2415,0.4921,0.083,109.5512,2.0349,-0.15,2.2262,109.303,108.021,17,0,0,0,1,0,0,0,0,0,0,23.4337718493765,0.7333448391223123,0.0,0.0,0.0
153,6,251705513.0,0.2415,1.0556,0.564,579.5181,2.5984,-0.15,2.8395,430.935,689.0918,18,0,0,0,1,0,0,0,0,0,0,19.24608545675432,0.5033704810068058,0.0,0.0,0.0
154,2,7593706000.0,0.0004,1.7592,0.7490000000000001,-34.2982,3.0314,0.0076,6.1670000000000025,-43.8432,-35.79400000000001,10,0,0,0,1,0,0,0,0,0,1,8.607286442145284,0.3601236413408573,0.25,0.275,0.0
154,3,7616504000.0,0.0263,1.8596,0.381,-49.1322,3.1363,-0.3842,4.9009,-50.7913,-48.5108,11,0,0,0,1,0,0,0,0,0,1,6.443181004094781,0.33956545697314955,0.12,0.185,0.0
154,4,7616504000.0,0.1002,1.8097,0.09300000000000001,-75.5906,3.1229,-0.1024,3.9867,-75.4698,-75.5732,12,0,0,0,1,0,0,0,0,0,1,8.584421053449754,0.31098158795451314,0.048,0.08399999999999999,0.0
154,5,7616504000.0,0.21,1.771,0.0007,-99.2473,3.0774,0.2282,3.0815,-99.289,-99.4013,13,0,0,0,1,0,0,0,0,0,1,6.303772557968659,0.6276356384443668,0.01,0.029,0.0
154,6,7657946000.0,0.0781,1.7891,0.0267,3714.2857,2.9317,0.0976,3.0588,4124.5283,3519.0676,14,0,0,0,1,0,0,0,0,0,1,6.110974702803862,0.3221728043803165,0.01,0.01,0.0
155,2,505473454.0,3.6026,2.0617,0.79,83.7209,7.2087,0.5947,15.6959,48.1597,30.0957,16,0,0,0,0,0,1,0,0,0,0,3.110621320362797,0.47225470186031104,0.25,0.185,0.0
155,3,505473454.0,0.0855,2.9861,1.2,51.8987,8.6148,0.3727,21.421,27.309,31.2419,17,0,0,0,0,0,1,0,0,0,0,5.28333356731255,0.40125603739176496,0.36,0.305,0.0
155,4,505473454.0,0.0846,3.8435,1.22,1.6667,8.1927,-0.7074,20.4564,6.6063,-3.8319,18,0,0,0,0,0,1,0,0,0,0,7.675237660448783,0.41210530226778536,0.12,0.24,0.0
155,5,505473454.0,0.0846,4.8877,1.16,-4.918,10.1464,-0.0533,15.2387,-22.9049,-9.2728,19,0,0,0,0,0,1,0,0,0,0,8.198558115912,0.7266444312277843,0.12,0.12,0.0
155,6,505473454.0,1.5193,6.7111,1.27,9.4828,14.7713,0.4212,10.8673,-14.335,27.8315,20,0,0,0,0,0,1,0,0,0,0,12.359509048694054,0.40378379505031015,0.13,0.125,0.0
156,2,257495600.0,1.8643,0.4784,-0.38,-575.0,3.5814,0.1136,1.4485,-627.2857,-688.8524,5,0,0,0,1,0,0,0,0,0,0,6.441571749209336,0.3553368626901586,0.0,0.025,0.0
156,3,257495600.0,1.8643,-0.1931,-0.67,-76.3158,2.9151,-0.114,1.3041,-115.2887,-76.6739,6,0,0,0,1,0,0,0,0,0,0,6.8681449968026325,0.3900133259734953,0.0,0.0,0.0
156,4,307495600.0,2.3882,-0.0808,0.01,101.4925,3.5193,-0.141,1.1236,101.5609,88.1867,7,0,0,0,1,0,0,0,0,0,0,7.996042321088525,0.3682354524177612,0.0,0.0,0.0
156,5,307495600.0,2.3882,-0.7695,-0.69,-4368.177065084373,2.8397,-0.0011,0.7494,-6845.5633,-851.7409,8,0,0,0,1,0,0,0,0,0,0,18.310710831669766,0.4785635138240622,0.0,0.0,0.0
156,6,307495600.0,2.3885,-1.5272,-0.7577,-9.8116,2.0874,-0.0615,0.5454,-49.6852,-15.9065,9,0,0,0,1,0,0,0,0,0,0,12.027136949600248,0.5691049665333117,0.0,0.0,0.0
158,2,80000000.0,2.1702,1.1183,0.31,-39.2157,4.4245,-0.7479,2.5354,-32.4096,-24.5125,2,0,0,0,1,0,0,0,0,0,0,6.200026317132387,0.56222145030598,0.1,0.675,0.0
158,3,80000000.0,2.1702,1.3414,0.35,12.9032,4.6749,-0.1773,2.5347,7.1555,20.9043,3,0,0,0,1,0,0,0,0,0,0,9.778863092328,0.4991866084255061,0.15,0.125,0.0
158,4,80000000.0,2.2802,1.5586,0.4,14.2857,5.0334,0.1569,2.8904,5.7619,13.7484,4,0,0,0,1,0,0,0,0,0,0,21.125784933008504,0.5877201685958123,0.05,0.1,1.0
158,5,98028942.0,5.1915,1.9136,0.38,-5.0,8.3033,0.7363,3.7375,11.0563,89.1103,5,0,0,0,1,0,0,0,0,0,0,41.5452420916688,0.7448701984011842,1.2502959999999999,0.650148,0.0
158,6,229951764.0,4.7767,1.2517,0.6,57.8947,7.1402,0.5443,1.9595,-5.6103,97.7655,6,0,0,0,1,0,0,0,0,0,0,31.42760076187702,0.5649564364222343,0.22,0.7351479999999999,0.0
159,2,400400000.0,0.257,1.0971,0.33,26.9231,2.7769999999999997,0.0388,4.5967,19.3623,16.0665,15,0,0,0,1,0,0,0,0,0,0,7.783544499751677,0.5122562091088013,0.2,0.2,0.0
159,3,400400000.0,0.257,1.1263,0.26,-21.2121,2.8363,0.0164,4.6655,-22.1739,-24.4195,16,0,0,0,1,0,0,0,0,0,0,9.899753716394233,0.4082710614935081,0.05,0.125,0.0
159,4,400400000.0,2.4145,2.0221,0.57,119.2308,5.9049,-1.1903,20.3211,5.8824,163.3042,17,0,0,0,1,0,0,0,0,0,0,12.687760555162733,0.38724349254055934,0.0,0.025,0.0
159,5,460121300.0,2.3585,1.7576,0.01,-98.2456,5.5237,0.0309,11.0743,-97.6263,-83.4446,18,0,0,0,1,0,0,0,0,0,0,12.650790312207475,0.67275571753445,0.3,0.15,0.0
159,6,598157690.0,1.5835,-0.0373,-1.3555406926233002,-4368.177065084373,2.8597,0.0892,5.757999999999999,-7940.162239782438,-1997.6013,19,0,0,0,1,0,0,0,0,0,0,8.544784878916419,0.39870920564289575,0.0,0.15,0.0
160,2,185919500.0,1.87,1.2113,0.16,-44.8276,4.2548,0.5977,3.5361,-4.1359,8.9029,4,0,0,0,1,0,0,0,0,0,0,1.6052720906567348,0.3768835524817497,1.111855,0.60365,0.0
160,3,369856590.0,0.444,0.7646,0.23,43.75,2.3331,0.063,2.4289,40.0748,56.228,5,0,0,0,1,0,0,0,0,0,0,6.467042346103061,1.083049193407122,0.08,0.5959274999999999,1.0
160,4,442071620.0,1.8385,0.7584,0.17,-26.087,3.6723,0.4488,2.842,-42.2525,8.9811,6,0,0,0,1,0,0,0,0,0,0,9.069969804218001,0.5449915209898264,0.85,0.465,1.0
160,5,918727822.0,3.4898,0.2701,-0.03,-117.6471,4.8279,1.6329,1.5525,-114.7599,-139.9002,7,0,0,0,1,0,0,0,0,0,0,19.131282233702922,0.8809213413129677,0.55,0.7,0.0
160,6,1378091733.0,1.9942,-0.7994,-0.95,-3066.6667,2.2401,-1.1463,0.7543,-4839.2586,-3337.6658,8,0,0,0,1,0,0,0,0,0,0,9.395280042383302,0.3918948061907621,0.0,0.275,0.0
161,2,400100000.0,1.7731,1.2619,0.41,-52.8736,4.2684,0.1537,2.0047,-36.2203,41.8721,1,0,0,0,1,0,0,0,0,0,0,8.126706883280097,0.4370107935105145,1.75,1.175,0.0
161,3,1080270000.0,0.0271,0.6218,0.48,17.0732,1.7838,-0.1154,0.9186,3.8619,17.1891,2,0,0,0,1,0,0,0,0,0,0,17.87139466306745,0.4664344682355122,0.25,1.0,0.0
161,4,1080270000.0,0.0259,0.746,0.42,-12.5,1.9508,0.1107,1.1206,-20.6564,-13.2271,3,0,0,0,1,0,0,0,0,0,0,16.667038454144766,0.314339341659206,0.2,0.225,0.0
161,5,1080270000.0,0.0259,0.8459,0.35,-16.6667,1.9964,0.121,1.1224,-19.2831,-17.3976,4,0,0,0,1,0,0,0,0,0,0,20.237305534094396,0.6194603344145502,0.25,0.225,0.0
161,6,1080270000.0,0.0259,0.9617,0.41,17.1429,2.0854,0.2717,1.3289,13.8943,17.1982,5,0,0,0,1,0,0,0,0,0,0,15.471840306041882,0.4078764606111231,0.46,0.355,0.0
162,2,232864320.0,0.8899,1.1525,0.77,541.6667,3.9067,0.3337,6.513999999999999,429.5314,298.7798,20,0,0,0,0,0,1,0,0,0,0,5.456952460992217,0.4837534811566821,0.18,0.09,0.0
162,3,232864320.0,0.8899,0.9992,0.04,-94.8052,3.765,-0.46399999999999997,6.9802,-95.0964,-91.6132,21,0,0,0,0,0,1,0,0,0,0,7.2686667277212464,0.43018636582619496,0.03,0.105,0.0
162,4,232864320.0,1.9861,1.7373,0.28,600.0,5.7966,0.2007,13.1872,663.6674,538.6719,22,0,0,0,0,0,1,0,0,0,0,9.517288594120641,0.3430044058498655,0.05,0.04,0.0
162,5,351878445.0,0.9409,1.2621,0.13,-53.5714,3.9211,0.4495,5.5987,-46.4767,-48.4077,23,0,0,0,0,0,1,0,0,0,0,20.99224969298129,0.8298766005772574,0.22,0.135,0.0
162,6,422254134.0,0.6249,1.1713,0.14,7.6923,3.4004,-0.3148,4.7064,6.8695,-7.4895,24,0,0,0,0,0,1,0,0,0,0,14.725013025926893,0.4824351425915407,0.02,0.12,0.0
163,2,1372990906.0,2.6326,0.2565,-1.13,-3866.6667,4.1388,-0.3573,2.4933,-5410.7734,-2734.6037,12,0,0,0,1,0,0,0,0,0,0,6.212852970086512,0.2997361374902457,0.0,0.0,0.0
163,3,1372990906.0,2.3528,-3.5552,-1.3555406926233002,-237.1681,0.0462,0.1046,3.1748,-7940.162239782438,-237.8256,13,0,0,0,1,0,0,0,0,0,0,5.355155146395451,0.36324497785233817,0.0,0.0,0.0
163,4,1534607067.0,2.5140000000000002,-3.138,0.049,101.2861,0.596,-0.228,2.5381,100.0896,101.3098,14,0,0,0,1,0,0,0,0,0,0,6.684861326533164,0.4086591680164272,0.0,0.0,0.0
163,5,1534607067.0,2.0553,-3.0789,0.059000000000000004,20.4082,0.1957,-0.0404,2.6244,307.8166,21.2118,15,0,0,0,1,0,0,0,0,0,0,9.030730302563917,0.7278933937336214,0.0,0.0,0.0
163,6,1534607067.0,2.0493,-3.0078,0.071,20.339000000000002,0.2695,0.4288,2.6511,-12.5887,18.7458,16,0,0,0,1,0,0,0,0,0,0,6.18815689489836,0.3676864153461717,0.0,0.0,0.0
164,2,176000000.0,1.4884,0.8322,0.41,-16.3265,3.4,1.5030000000000001,3.4911,-61.0568,9.3556,1,0,0,1,0,0,0,0,0,0,0,2.2469657225119932,0.37932638766484905,0.0,0.0,0.0
164,3,176000000.0,1.4884,1.0295,0.17,-58.5366,3.6196,-0.8309,4.007,-48.558,-45.1531,2,0,0,1,0,0,0,0,0,0,0,3.865995796682272,0.5526690622338336,0.35,0.175,0.0
