股票编号,年份（年末）,总股本,每股资本公积,每股未分配利润,基本每股收益,基本每股收益同比增长(%),每股净资产,每股净资产相对年初增长(%),每股现金流,每股营业收入,营业收入同比增速(%),加权平均净资产收益率,摊薄净资产收益率同比增长(%),净利润同比增长,上市年限,交通运输、仓储和邮政业,住宿和餐饮业,信息传输、软件和信息技术服务业,农、林、牧、渔业,制造业,卫生和社会工作,建筑业,房地产业,批发和零售业,教育,文化、体育和娱乐业,水利、环境和公共设施管理业,电力、热力、燃气及水生产和供应业,科学研究和技术服务业,租赁和商务服务业,综合,采矿业,金融业,是否次新股,股价（年末最后20个交易日收盘价加权平均）,股价年化波动率,本年送转比例,近两年送转比例平均,次年是否送转,次年是否高送转
592,7,240000000.0,3.4618,1.6951,0.69,-48.8889,6.7188,4.0545,-2.9757,2.0803,0.9812,10.46,-38.2643,-35.7252,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.280582782922274,0.4011737165759088,0.207,0.312,,
593,5,100000000.0,3.3725,1.436,0.38,-57.3034,6.1542,,0.0471,2.9115,-5.0785,11.81,-62.4823,-20.9908,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.376681345618138,0.7434739367944251,0.6,0.3,1.0,0.0
593,6,150000000.0,1.915,1.1626,0.3,-21.0526,4.4406,-27.8444,0.0927,1.9527,0.6063,7.08,-20.4644,-13.9156,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.74972965301722,0.5500270019815986,0.08,0.33999999999999997,1.0,0.0
593,7,150000000.0,1.915,1.358,0.31,3.3333,4.6339999999999995,4.3553,-0.8771,2.0654,5.7688,6.73,-2.9281,1.2976,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.45387864426976,0.4541353600659934,0.055999999999999994,0.068,,
594,1,507600000.0,0.2704,2.7264,1.51,268.2927,4.2621,51.1115,1.6782,11.2211,140.7594,42.69,145.5626,282.8619,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.201108900620854,0.4628193468967435,0.0,,1.0,1.0
594,2,532600000.0,1.3059,3.5639,0.62,-58.9404,6.1747,44.8746,2.1352,9.2637,-13.3781,23.07,-44.4066,-14.3498,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.067559986845934,0.4967135040178878,1.2,0.6,1.0,0.0
594,3,1065200000.0,0.4012,1.7322,0.32,-48.3871,3.3057,-46.4638,-0.20800000000000002,3.4159,-26.2508,10.04,-50.8878,-50.7128,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.830746540081792,0.4224270866917513,0.1,0.65,1.0,0.0
594,4,1065200000.0,0.4012,1.8956,0.28,-12.5,3.4837,5.3846,-0.4635,3.6473,6.773,8.19,-17.6062,-11.5785,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.26763238156633,0.3758263196652371,0.085,0.0925,1.0,0.0
594,5,1065200000.0,0.4012,2.0571,0.26,-7.1429,3.6566,4.9631,0.0804,3.2880000000000003,-9.8522,7.23,-11.5847,-4.1606,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.216943933360454,0.6745970072861511,0.085,0.085,1.0,0.0
594,6,1065200000.0,0.401,2.2563,0.297,14.2308,3.8686,5.7977,-0.0566,3.3242,1.1009,7.91,8.9095,14.2359,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.804855444143795,0.5167011393290161,0.1,0.0925,1.0,0.0
594,7,1065200000.0,0.4055,2.4102,0.265,-10.7744,4.0381,4.3814,-0.2956,3.6568,10.0078,6.7,-14.5871,-11.7521,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.581008468386798,0.4157119816930879,0.09,0.095,,
595,5,100000000.0,4.6917,1.6636,0.57,-49.1071,7.7096,75.6413,3.2882,3.0033,-11.142000000000001,8.7,-74.3451,-39.9194,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.130984640543296,0.8067086829008501,0.15,0.075,1.0,0.0
595,6,103902900.0,5.5635,2.1077,0.74,29.8246,8.142000000000001,5.6086,0.2923,3.5326,22.2142,9.37,36.1149,49.3592,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.874163442911893,0.5431045952006671,0.25,0.2,1.0,1.0
595,7,107885550.0,6.3278,2.5241,0.47,-36.4865,8.7993,8.073,-0.4405,4.7069,38.3496,9.82,3.8779,16.5676,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.648056568910107,0.4047734564463262,1.050668,0.650334,,
596,1,177061132.0,2.4382,2.2753,0.7759999999999999,7.4792,6.0998,15.5572,0.2794,16.2594,3.5738,10.81,12.9221,30.4874,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.850926042512365,0.4481879308745894,0.0,,1.0,0.0
596,2,303087602.0,6.1981,1.425,0.11199999999999999,-85.56700000000001,8.8431,44.9736,-0.3708,8.9766,-5.4957,1.32,-91.0936,-77.8966,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.901672804990487,0.3349994478828555,0.05,0.025,1.0,0.0
596,3,303087602.0,6.1981,1.5984,0.25,123.2143,9.0537,2.3815,0.0621,9.0401,0.7081,2.84,147.7271,153.6157,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.758175398224347,0.3540950455977363,0.1,0.07500000000000001,1.0,0.0
596,4,303087602.0,6.1981,1.6515,0.17300000000000001,-30.8,9.1326,0.8715,0.1778,6.3765,-29.4642,1.9,-32.6813,-32.0956,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.678360632304155,0.3036435631172329,0.02,0.060000000000000005,1.0,0.0
596,5,303087602.0,6.1981,1.7192,0.1,-42.1965,9.2159,0.9121,0.3542,5.5951,-12.2541,1.07,-43.70399999999999,-43.1887,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.123068950343884,0.6656623088375218,0.03,0.025,0.0,0.0
596,6,303087602.0,6.1981,2.0147,0.36,260.0,9.552,3.647,0.5443,5.266,-5.882999999999999,3.86,256.5626,269.5623,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.522205160282574,0.5363537919468457,0.0,0.015,0.0,0.0
596,7,303087602.0,6.1981,2.2913,0.31,-13.8889,9.8503,3.1229,-0.1957,6.4839,23.1282,3.17,-17.5852,-15.0108,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.181416643595677,0.4371568767745168,0.0,0.0,,
597,1,126888563.0,0.0518,1.0103,0.71,4337.5,2.3946,42.3239,1.8407,12.4588,1149.3783,34.93,2962.2078,3329.4431,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82337834925,0.24495025338831,0.01,,1.0,0.0
597,2,126888563.0,0.5247,1.6751,0.5670000000000001,-20.1408,3.6259,51.4199,0.2545,11.9843,-3.8087,17.67,-47.3738,-21.2152,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.136279523987038,0.4102155247220203,0.06,0.034999999999999996,1.0,0.0
597,3,377111688.0,2.0832,0.5479,0.223,-60.6702,3.6688,1.1832,0.4724,3.7336,-7.4094,16.28,-58.706,14.1334,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.975851041577465,0.3706968545575677,0.38,0.22,1.0,0.0
597,4,490245195.0,1.3717,0.8723,0.512,129.5964,3.2778,-10.6574,-0.3637,9.6723,236.7763,16.8,141.8752,180.9261,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.451131037792413,0.3801395504731136,0.06,0.22,1.0,0.0
597,5,1488715304.0,2.7103,0.6622,0.322,-37.1094,4.8038,46.5556,3.1622,8.2011,86.5371,19.61,-57.0838,38.3705,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.93069632995759,0.6459063845623128,0.03,0.045,1.0,0.0
597,6,1488715304.0,1.95,0.7605,0.33299999999999996,3.4161,3.7707,-21.5059,-1.1967,7.1631,20.561,9.18,31.7377,46.7179,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.231656053346,0.3512272193339594,0.035,0.0325,1.0,0.0
597,7,1488715304.0,1.9493,1.0917,0.366,9.9099,4.0967,8.6456,-0.745,5.5199,-22.9405,9.32,1.1497,10.3031,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.398079577890265,0.2457198859015445,0.04,0.037500000000000006,,
598,7,77470000.0,7.0278,5.9332,1.78,-31.0078,15.5491,55.4009,1.3997,12.6977,20.6634,22.79,-39.4337,25.5005,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.012930776818088,0.35228260583698545,1.4,0.7,,
599,1,1813731596.0,0.3905,0.8437,0.23,-28.125,2.4606,-13.7146,0.5499,3.0551,101.9153,9.22,-15.1932,7.7566,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7680933763847655,0.2623574999381602,0.03,,1.0,0.0
599,2,1813731596.0,0.4206,1.0074,0.28,21.7391,2.6946,9.5099,1.1117,4.3804,43.3818,11.19,10.6179,-7.9703,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8159949192134137,0.3458495059979841,0.03,0.03,1.0,0.0
599,3,1813731596.0,0.1427,1.1921,0.29,3.5714,2.9815,10.6472,0.0048,5.612,28.1156,10.48,-5.4916,36.343,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.715196342443918,0.3352711429085336,0.03,0.03,1.0,0.0
599,4,1813731596.0,0.1436,1.4102,0.33,13.7931,3.2997,10.6725,0.7599,4.9847,-11.1784,10.68,1.1674,-1.7818,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.527882878178207,0.4384811287633772,0.035,0.0325,1.0,0.0
599,5,1813731596.0,0.2898,1.5391,0.36,9.0909,3.3786,2.3911,1.2502,7.567,51.8062,12.0,5.9706,2.8828,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.129004558069706,0.8009274932813693,0.04,0.037500000000000006,1.0,0.0
599,6,1813731596.0,0.0672,1.5218,0.4,11.1111,3.2486,-3.8477,2.1589,9.9382,31.3355,11.61,15.3287,43.5626,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.035530328712928,0.4008551261773939,0.04,0.04,1.0,0.0
599,7,1813731596.0,0.0,1.9869999999999999,0.52,30.0,3.6557,12.5316,-1.8691,7.7422,-22.0959,15.44,16.6499,30.1006,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.806620848,0.20120710398187786,0.055,0.0475,,
600,1,60000000.0,6.6191,1.0425,1.14,15.1515,8.7775,202.6724,6.6267,4.3828,30.4729,32.8,-68.9377,25.552,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.417015154966636,0.008510617602965275,0.09,,1.0,1.0
600,2,60000000.0,6.6191,1.7451,0.44,-61.4035,9.5681,9.0071,-2.7991,4.3847,0.0439,9.6,-5.1712,3.3702,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.919609487388364,0.38749679547098215,1.2,0.645,1.0,0.0
600,3,120000000.0,2.8095,1.1894,0.46,4.5455,5.143,-46.2485,-1.1427,2.3007,4.942,9.26,-3.0324,6.3735,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.670194885770424,0.4579450329189437,0.049511,0.6247555,1.0,1.0
600,4,121185000.0,2.8996,1.5755,0.25,-45.6522,5.6122,9.1231,0.2782,2.9828,30.9267,9.34,-0.8818,7.2721,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.758638046480228,0.4820755188935743,1.049013,0.549262,1.0,0.0
600,5,244205181.0,0.9806,0.8678,0.12,-52.0,2.9364,-47.6783,-0.1492,1.285,-13.1862,4.21,-53.8051,-50.5646,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.494596247179995,0.7535022975768535,0.049963,0.549488,1.0,0.0
600,6,243449538.0,0.9848,0.9409,0.13,8.3333,3.0446,3.6848,-0.1065,1.4592,13.2044,4.49,7.8553,6.8345,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.059366561756267,0.5334386903315185,0.05,0.0499815,1.0,1.0
600,7,279282387.0,2.2741,0.8945,0.095,-26.9231,4.2846,40.7278,0.299,1.4841,16.6761,4.04,-30.9843,10.9977,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.281457502981901,0.28277836920942184,0.521,0.28550000000000003,,
601,1,201705187.0,0.0491,0.9916,0.284,-18.8571,2.7787,9.2042,-0.3212,1.9823,-45.6148,10.11,-25.7068,-16.7283,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.164075796051693,0.3284386198045823,0.02,,1.0,0.0
601,2,201705187.0,0.0491,1.0032,0.1386,-51.1972,2.8974,4.2718,0.2625,2.0887,5.3701,4.89,-53.1802,-48.6717,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.8263906046872815,0.5972313376451229,0.025,0.0225,1.0,0.0
601,3,201705187.0,0.0491,1.0837,0.1426,2.886,3.0149,4.0554,-0.3359,2.7959,33.8565,4.83,-1.1767,6.1274,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.544749761332886,0.5316288152680457,0.015,0.02,1.0,0.0
601,4,201705187.0,0.0494,1.348,0.3013,111.2903,3.3016,9.5094,0.0287,2.5374,-9.2446,9.55,93.0357,78.3219,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.294883437001927,0.3895944431202654,0.019,0.017,1.0,0.0
601,5,201705187.0,0.0494,1.4903,0.2626,-12.8443,3.5451,7.3752,-0.5964,2.0486,-19.2651,7.68,-18.8529,-14.9284,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.980099187656638,0.8112232567833657,0.037000000000000005,0.028000000000000004,1.0,0.0
601,6,201705187.0,0.0494,1.5167,0.1418,-46.0015,3.6499,2.9562,0.6579,3.0775,50.2267,3.95,-47.5569,-45.4928,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.98498996409748,0.4693964865875123,0.015,0.026000000000000002,1.0,0.0
601,7,201705187.0,0.0494,1.5368,0.0378,-73.3427,3.6727,0.6247,-0.5401,2.544,-17.3363,1.03,-73.483,-62.2563,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.1392496120281,0.3031740257990509,0.01,0.0125,,
602,1,214000000.0,1.2941,0.4178,0.1649,36.3937,2.7889999999999997,6.8787,-0.2316,1.3967,37.0468,6.31,27.6719,37.3498,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.798491040172731,0.3957934918606658,0.0,,1.0,1.0
602,2,214000000.0,1.2141,0.501,0.0662,-59.8545,2.8083,0.6920000000000001,-0.0614,1.4421,3.2524,3.55,-40.211999999999996,-42.8195,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.352816862256616,0.3939019132445529,0.5329999999999999,0.26649999999999996,0.0,0.0
602,3,398821011.0,2.0115,0.2021,-0.11,-266.1631,3.5182,25.2786,1.7930000000000001,1.1436,18.9464,-6.08,-188.3516,-255.9417,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.188917938524249,0.3884649474778064,0.0,0.26649999999999996,0.0,0.0
602,4,398821011.0,1.619,0.1757,0.01,109.0909,2.8448,-19.1405,-0.7484,0.9534,3.5856,0.46,114.7078,125.1397,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.316390360793035,0.4646236706460151,0.0,0.0,0.0,0.0
602,5,398821011.0,1.619,-0.1657,-0.34,-3500.0,2.5034,-12.0008,-0.0802,0.8009,-15.9944,-12.77,-3067.7258,-1772.8702,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.018720895919163,0.7784753960348584,0.0,0.0,0.0,0.0
602,6,471315045.0,2.4591,-0.1268,0.01,102.9412,3.3746,34.8007,0.6591,1.0929,61.2542,0.45,102.90100000000001,106.6249,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.09,0.3940747732948284,0.0,0.0,0.0,0.0
602,7,471315045.0,2.4559,-0.2592,-0.13,-1400.0,3.239,-4.0183,-0.6351,1.1557,5.7486,-4.0,-1133.0637,-810.9751,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.28,0.420905313504638,0.0,0.0,,
603,7,480932400.0,3.0212,2.7772,0.95,-6.8627,6.91,45.3543,-0.0252,14.8776,13.2073,14.78,-37.0056,3.7428,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.112416176742396,0.4248578275942981,0.7,0.6,,
604,1,75000000.0,6.2181,1.1905,0.38,-48.6486,8.5901,5.8689,-2.4662,5.3222,23.3766,6.76,-5.7238,0.7986,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.356655408961384,0.4224756858577774,0.6,,1.0,0.0
604,2,112500000.0,3.7475,0.9199,0.21,-44.7368,5.8056,-32.4152,-0.6038,4.1618,17.2956,3.65,-45.3571,-34.1589,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.378850359792287,0.4913265359905048,0.04,0.32,1.0,0.0
604,3,112500000.0,3.7475,0.9862,0.1,-52.381,5.8846,1.3608,0.0258,4.1544,-0.1774,2.04,-44.083999999999996,-53.0374,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.851788542025847,0.5630840699096492,0.24,0.13999999999999999,1.0,0.0
604,4,135000000.0,3.0011,0.8590000000000001,0.06,-40.0,4.9951,-15.1157,0.2874,2.9972,-13.4255,1.61,-21.1455,-38.8559,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.42446182629789,0.4169643393673093,0.43,0.33499999999999996,1.0,0.0
604,5,189000000.0,1.858,0.7227,0.15,150.0,3.693,-26.0675,-0.5963,1.9143,-10.5831,4.03,148.1105,232.53,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25.824698781651577,0.5944862063515363,0.08,0.255,1.0,0.0
604,6,189000000.0,1.858,0.7359,0.1,-33.3333,3.7175,0.6634,-0.139,1.7254,-9.8679,2.77,-30.6282,-29.5979,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26.937044456267497,0.5046232896161852,0.008,0.044,1.0,0.0
604,7,189000000.0,1.858,0.9383,0.22,120.0,3.927,5.6355,-0.1221,4.6853,171.5464,5.76,104.118,107.617,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.225306649853767,0.2737610581502698,0.02,0.014,,
605,7,76605300.0,3.9834,1.8139,0.62,-30.3371,6.7783,61.5535,1.3974,10.6945,15.9084,18.22,-35.062,51.2476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20.36240786583747,0.5223965849916774,1.1,0.55,,
606,1,885574000.0,2.0231,2.9905,1.2329999999999999,66.6216,6.3841,59.5706,2.1036,9.2729,49.6792,48.24,29.0865,191.5514,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.379130503320121,0.5476135386932003,1.1,,1.0,0.0
606,2,1416918400.0,1.1339,1.9556,0.43200000000000005,-64.9635,4.3579,-31.7382,-0.9677,6.3416,9.4208,10.57,-67.9279,-65.8331,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.571079067902211,0.3951998160193182,0.15,0.625,1.0,0.0
606,3,1810915951.0,1.3689,1.4909999999999999,0.18,-58.3333,4.1289,-5.2548,0.6311,5.3766,8.3582,4.29,-65.8519,-58.976000000000006,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04815606093297,0.34263058046671185,0.2,0.175,1.0,0.0
606,4,1810915951.0,1.3607,1.3727,0.09,-50.0,4.0079,-2.9306,-0.7278,5.3915,0.2775,2.21,-33.8269,-34.4553,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.853325119024972,0.3685878205793587,0.1,0.15000000000000002,1.0,0.0
606,5,1810915951.0,1.3635,1.3546,0.09,0.0,4.0069,-0.025,0.0606,5.2549,-2.5338,2.24,-0.4287,0.298,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.641189085538528,0.7417795560646723,0.1,0.1,1.0,0.0
606,6,2111666233.0,2.5313,1.1447,0.08,-11.1111,4.9324,23.0977,0.435,4.7834,6.1451,1.89,-34.8733,-6.246,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.587203406781943,0.5332582199449271,0.15,0.125,1.0,0.0
606,7,2111666233.0,2.6072,1.2996,0.33,312.5,5.1806,5.032,-0.0126,6.5372,36.6646,8.82,471.8595,495.1439,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.847668657261902,0.33797842674777745,0.4,0.275,,
607,7,453353000.0,4.1506,2.6818,0.97,38.5714,8.2117,26.4077,2.1028,6.5347,15.5067,13.32,-8.2853,49.4815,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.643807765864047,0.36202832058402856,0.16,0.08,,
608,1,199800000.0,1.3942,0.4049,0.13,-7.1429,2.8517,-44.9064,-0.3814,2.8501,11.6969,4.35,-3.8981,-0.8096,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9730959214406365,0.4124862254875534,0.1,,1.0,0.0
608,2,199800000.0,1.4007,0.3715,0.07,-46.1538,2.8308,-0.7329,0.3542,2.1308,-25.2385,2.53,-42.0005,-30.0498,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.477783658431037,0.3715896180762456,0.1,0.1,1.0,0.0
608,3,199800000.0,1.4007,0.3169,0.05,-28.5714,2.7804,-1.7804,-0.6139,2.101,-1.3987,1.77,-30.4031,-10.872,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.280430308746402,0.37037027350823737,0.01,0.055,1.0,0.0
608,4,199800000.0,1.4007,0.3619,0.03,-40.0,2.8271,1.6796,-0.5528,2.5886,23.2113,1.97,12.3341,-17.5061,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51807281294961,0.5306728622821704,0.01,0.01,0.0,0.0
608,5,399600000.0,0.1997,0.1875,0.01,-66.6667,1.4195,-49.7895,-0.0535,1.425,10.1003,0.8,-59.4615,-63.3144,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.071613309017778,0.640683619670204,0.0,0.005,0.0,0.0
608,6,399600000.0,0.1997,0.2147,0.03,200.0,1.4467,1.9162,0.0658,2.0380000000000003,43.0136,1.87,131.7097,103.6092,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.696083751899637,0.6102139182476036,0.0,0.0,1.0,0.0
608,7,503766600.0,1.1319,0.2447,0.1189,296.3333,2.4193,67.2289,1.0274,1.5991,-1.0835,7.18,133.8306,393.4191,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9299063035945565,0.4458229421061687,0.02,0.01,,
609,1,1213200000.0,0.907,0.1574,0.11,37.5,2.074,4.5363,-0.3188,0.3227,36.0708,5.3,27.9346,33.1703,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3924517094228808,0.250520263058097,0.01,,1.0,0.0
609,2,1213200000.0,0.9526,0.3072,0.1714,55.8182,2.2819,10.0241,0.0024,0.3427,6.2133,4.78,44.8021,58.6244,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4119797238487224,0.3000105897765912,0.011000000000000001,0.0105,1.0,0.0
609,3,1315878571.0,0.9284,0.4141,0.2382,38.9732,2.3773,4.1807,-0.0208,0.3403,7.6916,8.2,23.8953,38.7859,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1609705891224165,0.2499952218838347,0.055,0.033,1.0,0.0
609,4,1315878571.0,0.9284,0.5724,0.23,-3.4425,2.5781,8.4466,0.0618,0.3748,10.1437,9.33,-4.1448,3.3313,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.020492977104832,0.3681218859911688,0.07,0.0625,1.0,0.0
609,5,1315878571.0,0.9284,0.6989,0.21,-8.6957,2.7319999999999998,5.9695,0.0418,0.38299999999999995,2.2047,7.94,-13.8915,-8.2807,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.728298223157473,0.7038798697340402,0.063,0.0665,1.0,0.0
609,6,1315878571.0,0.9284,0.8519,0.22,4.7619,2.8601,4.6889,0.0537,0.3793,-0.9814,7.83,0.0443,4.6271,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07625992878245,0.3415791710147772,0.066,0.0645,1.0,0.0
609,7,1315878571.0,0.9284,1.0133,0.27,22.7273,3.0216,5.6467,0.4229,1.3581,258.0712,9.05,10.2977,32.3491,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0039863153067206,0.3155350675039412,0.081,0.07350000000000001,,
610,6,160000000.0,2.4712,1.8982,0.667,20.3971,5.5651,,0.3783,4.8179,23.6174,13.11,-21.0149,50.4387,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.588806628487502,0.4962648714915352,1.188,0.644,1.0,0.0
610,7,325985200.0,0.8835,1.2392,0.4495,-32.6087,3.2608,-41.4063,-0.0342,2.9086,23.000999999999998,15.21,20.5656,43.931999999999995,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.371667616839545,0.3634686547327274,0.133,0.6605,,
611,6,412000000.0,0.9126,0.7495,0.52,-3.7037,2.8739,,1.1475,1.3195,6.8255,24.08,-51.9631,0.8369,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.60344169349947,0.465975626235833,0.2,0.1,1.0,0.0
611,7,416604000.0,1.2368,1.1561,0.69,32.6923,3.3391,16.1871,0.7227,1.7246,32.1629,22.21,19.7739,40.7352,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48858253061821,0.388907089736324,0.35,0.275,,
612,5,120000000.0,2.6896,1.6988,0.59,-6.3492,5.5975,,2.0049,2.2178,-4.5727,14.04,-50.8697,-6.0198,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.87234676790297,0.371545001702177,0.15,0.075,1.0,0.0
612,6,120000000.0,2.6896,1.8496,0.34,-42.3729,5.8172,3.925,-0.0405,2.1562,-2.7776,5.97,-26.1624,-23.2638,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.95791326241421,0.6284817074155886,0.125,0.1375,1.0,1.0
